no,area,genre,name,is_large_store,ticket_type,map_query
23,国分,車・バイク・ガソリン,イエローハット 国分店,False,全券利用可（14枚）,イエローハット 国分店 霧島市 国分
24,国分,整体・整骨・リラクゼーション,いかりやま整骨院,False,全券利用可（14枚）,いかりやま整骨院 霧島市 国分
25,国分,スーパー・食品,居酒屋 IZAYAN（イザヤン）,False,全券利用可（14枚）,居酒屋 IZAYAN（イザヤン） 霧島市 国分
26,国分,スーパー・食品,居酒屋 芋っこ,False,全券利用可（14枚）,居酒屋 芋っこ 霧島市 国分
27,国分,飲食店,IZAKAYA熊七,False,全券利用可（14枚）,IZAKAYA熊七 霧島市 国分
28,国分,飲食店,いざか家商店 座・寿鈴,False,全券利用可（14枚）,いざか家商店 座・寿鈴 霧島市 国分
29,国分,その他,居食屋 中吉,False,全券利用可（14枚）,居食屋 中吉 霧島市 国分
30,国分,スーパー・食品,居酒屋ひょうたん,False,全券利用可（14枚）,居酒屋ひょうたん 霧島市 国分
31,国分,スーパー・食品,居酒屋 兵吉,False,全券利用可（14枚）,居酒屋 兵吉 霧島市 国分
32,国分,スーパー・食品,居酒屋 やまと屋,False,全券利用可（14枚）,居酒屋 やまと屋 霧島市 国分
33,国分,スーパー・食品,居酒屋よい亭,False,全券利用可（14枚）,居酒屋よい亭 霧島市 国分
34,国分,スーパー・食品,居酒屋 若大将,False,全券利用可（14枚）,居酒屋 若大将 霧島市 国分
35,国分,サービス,石野商店,False,全券利用可（14枚）,石野商店 霧島市 国分
36,国分,飲食店,イタリアンバールＭＯＬＴＯ,False,全券利用可（14枚）,イタリアンバールＭＯＬＴＯ 霧島市 国分
37,国分,その他,いつつみ,False,全券利用可（14枚）,いつつみ 霧島市 国分
38,国分,車・バイク・ガソリン,稲満自動車整備工場,False,全券利用可（14枚）,稲満自動車整備工場 霧島市 国分
39,国分,その他,彌榮(IYASAKA),False,全券利用可（14枚）,彌榮(IYASAKA) 霧島市 国分
40,国分,ドラッグストア・薬局,イルカ調剤薬局 国分店,False,全券利用可（14枚）,イルカ調剤薬局 国分店 霧島市 国分
41,国分,その他,いろは,False,全券利用可（14枚）,いろは 霧島市 国分
42,国分,宿泊・温泉,岩戸温泉,False,全券利用可（14枚）,岩戸温泉 霧島市 国分
43,国分,レジャー・観光,ウィキャントラベル,False,全券利用可（14枚）,ウィキャントラベル 霧島市 国分
44,国分,カフェ・スイーツ,ヴォアラ珈琲 霧島国分本店,False,全券利用可（14枚）,ヴォアラ珈琲 霧島国分本店 霧島市 国分
45,国分,飲食店,うどん 三薫三沐,False,全券利用可（14枚）,うどん 三薫三沐 霧島市 国分
46,国分,その他,うなぎの尾方,False,全券利用可（14枚）,うなぎの尾方 霧島市 国分
47,国分,整体・整骨・リラクゼーション,うるうカイロプラクティック院,False,全券利用可（14枚）,うるうカイロプラクティック院 霧島市 国分
48,国分,スーパー・食品,Aコープ 清水店,False,全券利用可（14枚）,Aコープ 清水店 霧島市 国分
49,国分,スーパー・食品,Aコープ 国分店,True,共通券のみ（7枚まで）,Aコープ 国分店 霧島市 国分
50,国分,スーパー・食品,Aコープ 国分西店,True,共通券のみ（7枚まで）,Aコープ 国分西店 霧島市 国分
51,国分,衣料・靴・メガネ,ABC-MART フレスポ国分店,False,全券利用可（14枚）,ABC-MART フレスポ国分店 霧島市 国分
52,国分,その他,Aープライス 霧島店,False,全券利用可（14枚）,Aープライス 霧島店 霧島市 国分
53,国分,その他,auショップ 国分北,False,全券利用可（14枚）,auショップ 国分北 霧島市 国分
54,国分,その他,auショップ 国分西店,False,全券利用可（14枚）,auショップ 国分西店 霧島市 国分
55,国分,美容・理容,エステティックＴＯＭＯ,False,全券利用可（14枚）,エステティックＴＯＭＯ 霧島市 国分
56,国分,家電・ホームセンター,エディオン鹿児島 国分山形屋店,True,共通券のみ（7枚まで）,エディオン鹿児島 国分山形屋店 霧島市 国分
57,国分,衣料・靴・メガネ,江元呉服店,False,全券利用可（14枚）,江元呉服店 霧島市 国分
58,国分,車・バイク・ガソリン,オートバックス 鹿児島国分店,False,全券利用可（14枚）,オートバックス 鹿児島国分店 霧島市 国分
59,国分,カフェ・スイーツ,お菓子の店アグリ,False,全券利用可（14枚）,お菓子の店アグリ 霧島市 国分
60,国分,その他,沖縄酒楽やがて,False,全券利用可（14枚）,沖縄酒楽やがて 霧島市 国分
61,国分,飲食店,お好み焼・鉄板焼 おじぎ家,False,全券利用可（14枚）,お好み焼・鉄板焼 おじぎ家 霧島市 国分
62,国分,飲食店,お魚パーラーCENTRO,False,全券利用可（14枚）,お魚パーラーCENTRO 霧島市 国分
63,国分,その他,おしゃれ工房,False,全券利用可（14枚）,おしゃれ工房 霧島市 国分
64,国分,飲食店,お食事処くろだるま 国分店,False,全券利用可（14枚）,お食事処くろだるま 国分店 霧島市 国分
65,国分,その他,O.HA.NA,False,全券利用可（14枚）,O.HA.NA 霧島市 国分
66,国分,カフェ・スイーツ,お野菜喫茶にんにん,False,全券利用可（14枚）,お野菜喫茶にんにん 霧島市 国分
67,国分,その他,ガーリックラボ,False,全券利用可（14枚）,ガーリックラボ 霧島市 国分
68,国分,スーパー・食品,海潟ドライ タイヨー国分新町店,False,全券利用可（14枚）,海潟ドライ タイヨー国分新町店 霧島市 国分
69,国分,スーパー・食品,海潟ドライ フレスポ国分タイヨー広瀬北店,False,全券利用可（14枚）,海潟ドライ フレスポ国分タイヨー広瀬北店 霧島市 国分
70,国分,飲食店,海鮮茶屋 うを佐 国分店,False,全券利用可（14枚）,海鮮茶屋 うを佐 国分店 霧島市 国分
71,国分,その他,海船ぶた丸,False,全券利用可（14枚）,海船ぶた丸 霧島市 国分
72,国分,その他,かき小屋匠ちゃん,False,全券利用可（14枚）,かき小屋匠ちゃん 霧島市 国分
73,国分,サービス,カギの１１０番国分,False,全券利用可（14枚）,カギの１１０番国分 霧島市 国分
74,国分,飲食店,鹿児島餃子の王将 国分店,False,全券利用可（14枚）,鹿児島餃子の王将 国分店 霧島市 国分
75,国分,飲食店,かごしま黒豚 お宿のかくれ家,False,全券利用可（14枚）,かごしま黒豚 お宿のかくれ家 霧島市 国分
76,国分,飲食店,かごしま焼肉ホルモンすだく 霧島本店,False,全券利用可（14枚）,かごしま焼肉ホルモンすだく 霧島本店 霧島市 国分
77,国分,飲食店,鹿児島ラーメンみよし家 牧之原店,False,全券利用可（14枚）,鹿児島ラーメンみよし家 牧之原店 霧島市 国分
78,国分,宿泊・温泉,家族温泉 いやしの湯 山翠,False,全券利用可（14枚）,家族温泉 いやしの湯 山翠 霧島市 国分
79,国分,飲食店,かつや 国分広瀬店,False,全券利用可（14枚）,かつや 国分広瀬店 霧島市 国分
80,国分,サービス,加藤商店,False,全券利用可（14枚）,加藤商店 霧島市 国分
81,国分,カフェ・スイーツ,Cafe Django,False,全券利用可（14枚）,Cafe Django 霧島市 国分
82,国分,カフェ・スイーツ,cafe RiN,False,全券利用可（14枚）,cafe RiN 霧島市 国分
83,国分,カフェ・スイーツ,Cafe le Parisien カフェ ル パリジャン,False,全券利用可（14枚）,Cafe le Parisien カフェ ル パリジャン 霧島市 国分
84,国分,車・バイク・ガソリン,鎌田石油 敷根SS,False,全券利用可（14枚）,鎌田石油 敷根SS 霧島市 国分
85,国分,車・バイク・ガソリン,鎌田石油 国分中央SS,False,全券利用可（14枚）,鎌田石油 国分中央SS 霧島市 国分
86,国分,車・バイク・ガソリン,鎌田石油 国分南SS,False,全券利用可（14枚）,鎌田石油 国分南SS 霧島市 国分
87,国分,飲食店,カレーハウスCoCo壱番屋 JS国分店,False,全券利用可（14枚）,カレーハウスCoCo壱番屋 JS国分店 霧島市 国分
88,国分,飲食店,辛麺桝元 国分隼人店,False,全券利用可（14枚）,辛麺桝元 国分隼人店 霧島市 国分
89,国分,カフェ・スイーツ,かわの菓子店,False,全券利用可（14枚）,かわの菓子店 霧島市 国分
90,国分,整体・整骨・リラクゼーション,からだづくりジムノザワ,False,全券利用可（14枚）,からだづくりジムノザワ 霧島市 国分
91,国分,ドラッグストア・薬局,漢方相談 自然専科たんぽぽ,False,全券利用可（14枚）,漢方相談 自然専科たんぽぽ 霧島市 国分
92,国分,カフェ・スイーツ,喫茶よしはる,False,全券利用可（14枚）,喫茶よしはる 霧島市 国分
93,国分,その他,kitchen そら,False,全券利用可（14枚）,kitchen そら 霧島市 国分
94,国分,飲食店,キッチン花の木,False,全券利用可（14枚）,キッチン花の木 霧島市 国分
95,国分,飲食店,CaptainBarBulletWoods,False,全券利用可（14枚）,CaptainBarBulletWoods 霧島市 国分
96,国分,飲食店,牛ちゃん 霧島店,False,全券利用可（14枚）,牛ちゃん 霧島店 霧島市 国分
97,国分,その他,cube×Elena,False,全券利用可（14枚）,cube×Elena 霧島市 国分
98,国分,飲食店,今日はカレーが食べたい！,False,全券利用可（14枚）,今日はカレーが食べたい！ 霧島市 国分
99,国分,スーパー・食品,業務スーパー 霧島店,False,全券利用可（14枚）,業務スーパー 霧島店 霧島市 国分
100,国分,宿泊・温泉,京湯,False,全券利用可（14枚）,京湯 霧島市 国分
101,国分,その他,きりしま国分山形屋,True,共通券のみ（7枚まで）,きりしま国分山形屋 霧島市 国分
102,国分,その他,きりしま国分山形屋 食品フロア,True,共通券のみ（7枚まで）,きりしま国分山形屋 食品フロア 霧島市 国分
103,国分,ドラッグストア・薬局,霧島市民薬局,False,全券利用可（14枚）,霧島市民薬局 霧島市 国分
104,国分,ドラッグストア・薬局,霧島市民薬局中央,False,全券利用可（14枚）,霧島市民薬局中央 霧島市 国分
105,国分,その他,きりしま畜産 hanare,False,全券利用可（14枚）,きりしま畜産 hanare 霧島市 国分
106,国分,飲食店,きりしま畜産 ホルモン市場,False,全券利用可（14枚）,きりしま畜産 ホルモン市場 霧島市 国分
107,国分,その他,きりしま畜産 本店,False,全券利用可（14枚）,きりしま畜産 本店 霧島市 国分
108,国分,飲食店,霧島焼肉本舗 炎山,False,全券利用可（14枚）,霧島焼肉本舗 炎山 霧島市 国分
109,国分,カフェ・スイーツ,霧や櫻や,False,全券利用可（14枚）,霧や櫻や 霧島市 国分
110,国分,飲食店,串揚げ 侍,False,全券利用可（14枚）,串揚げ 侍 霧島市 国分
111,国分,その他,くすげん鈴洋,False,全券利用可（14枚）,くすげん鈴洋 霧島市 国分
112,国分,ドラッグストア・薬局,くすりのさかもと 国分店,False,全券利用可（14枚）,くすりのさかもと 国分店 霧島市 国分
113,国分,衣料・靴・メガネ,靴の尚美堂 国分店,False,全券利用可（14枚）,靴の尚美堂 国分店 霧島市 国分
114,国分,美容・理容,クラッパーフォーヘアー,False,全券利用可（14枚）,クラッパーフォーヘアー 霧島市 国分
115,国分,その他,グリーンショップ八ヶ代,False,全券利用可（14枚）,グリーンショップ八ヶ代 霧島市 国分
116,国分,カフェ・スイーツ,クレープショップSARU 国分野口西店,False,全券利用可（14枚）,クレープショップSARU 国分野口西店 霧島市 国分
117,国分,飲食店,黒毛和牛焼肉 肉の名門 黒桜,False,全券利用可（14枚）,黒毛和牛焼肉 肉の名門 黒桜 霧島市 国分
118,国分,その他,黒田ぱん製造所,False,全券利用可（14枚）,黒田ぱん製造所 霧島市 国分
119,国分,飲食店,黒豚ラーメン藏,False,全券利用可（14枚）,黒豚ラーメン藏 霧島市 国分
120,国分,その他,GEO鹿児島国分店,False,全券利用可（14枚）,GEO鹿児島国分店 霧島市 国分
121,国分,雑貨・花・ギフト,航空雑貨専門店 キリシマ飛行機,False,全券利用可（14枚）,航空雑貨専門店 キリシマ飛行機 霧島市 国分
122,国分,その他,虎炎摩,False,全券利用可（14枚）,虎炎摩 霧島市 国分
123,国分,雑貨・花・ギフト,古賀時計店,False,全券利用可（14枚）,古賀時計店 霧島市 国分
124,国分,その他,GOKAN+(ゴカンプラス),False,全券利用可（14枚）,GOKAN+(ゴカンプラス) 霧島市 国分
125,国分,車・バイク・ガソリン,コクピット国分,False,全券利用可（14枚）,コクピット国分 霧島市 国分
126,国分,その他,国分活魚,False,全券利用可（14枚）,国分活魚 霧島市 国分
127,国分,その他,国分種苗,False,全券利用可（14枚）,国分種苗 霧島市 国分
128,国分,サービス,国分新生社印刷,False,全券利用可（14枚）,国分新生社印刷 霧島市 国分
129,国分,その他,国分進行堂,False,全券利用可（14枚）,国分進行堂 霧島市 国分
130,国分,レジャー・観光,国分スターレーン,False,全券利用可（14枚）,国分スターレーン 霧島市 国分
131,国分,車・バイク・ガソリン,国分石油店,False,全券利用可（14枚）,国分石油店 霧島市 国分
132,国分,整体・整骨・リラクゼーション,こくぶ中央3丁目整骨院,False,全券利用可（14枚）,こくぶ中央3丁目整骨院 霧島市 国分
133,国分,スーパー・食品,国分物産館じょうもん市場,False,全券利用可（14枚）,国分物産館じょうもん市場 霧島市 国分
134,国分,飲食店,個室焼肉ひごや,False,全券利用可（14枚）,個室焼肉ひごや 霧島市 国分
135,国分,その他,COS mini 国分店,False,全券利用可（14枚）,COS mini 国分店 霧島市 国分
136,国分,美容・理容,コスメティック工房 奈ほ美,False,全券利用可（14枚）,コスメティック工房 奈ほ美 霧島市 国分
137,国分,ドラッグストア・薬局,こすもす薬局,False,全券利用可（14枚）,こすもす薬局 霧島市 国分
138,国分,整体・整骨・リラクゼーション,こなか整骨院,False,全券利用可（14枚）,こなか整骨院 霧島市 国分
139,国分,カフェ・スイーツ,コメダ珈琲店 鹿児島国分店,False,全券利用可（14枚）,コメダ珈琲店 鹿児島国分店 霧島市 国分
140,国分,その他,ゴンゼレス 本店,False,全券利用可（14枚）,ゴンゼレス 本店 霧島市 国分
141,国分,カフェ・スイーツ,セーフティージャパン,False,全券利用可（14枚）,セーフティージャパン 霧島市 国分
142,国分,その他,さかなや道場 霧島国分店,False,全券利用可（14枚）,さかなや道場 霧島国分店 霧島市 国分
143,国分,その他,肴菜屋もっか,False,全券利用可（14枚）,肴菜屋もっか 霧島市 国分
144,国分,その他,さくら農園,False,全券利用可（14枚）,さくら農園 霧島市 国分
145,国分,整体・整骨・リラクゼーション,サコー鍼灸整骨院,False,全券利用可（14枚）,サコー鍼灸整骨院 霧島市 国分
146,国分,カフェ・スイーツ,薩摩蒸氣屋 国分店,False,全券利用可（14枚）,薩摩蒸氣屋 国分店 霧島市 国分
147,国分,雑貨・花・ギフト,薩摩錫器工芸館,False,全券利用可（14枚）,薩摩錫器工芸館 霧島市 国分
148,国分,その他,薩摩の味処 喰宴,False,全券利用可（14枚）,薩摩の味処 喰宴 霧島市 国分
149,国分,その他,sanando Re:pro,False,全券利用可（14枚）,sanando Re:pro 霧島市 国分
150,国分,サービス,サニーワールド 霧島営業所,False,全券利用可（14枚）,サニーワールド 霧島営業所 霧島市 国分
151,国分,その他,THE HOUSE,False,全券利用可（14枚）,THE HOUSE 霧島市 国分
152,国分,その他,SM2keittio きりしま国分山形屋店,False,全券利用可（14枚）,SM2keittio きりしま国分山形屋店 霧島市 国分
153,国分,車・バイク・ガソリン,サン・オート,False,全券利用可（14枚）,サン・オート 霧島市 国分
154,国分,その他,サンサンランド 国分店,False,全券利用可（14枚）,サンサンランド 国分店 霧島市 国分
155,国分,ドラッグストア・薬局,サンドラッグ 国分店,False,全券利用可（14枚）,サンドラッグ 国分店 霧島市 国分
156,国分,美容・理容,散髪屋どうしゅん,False,全券利用可（14枚）,散髪屋どうしゅん 霧島市 国分
157,国分,家電・ホームセンター,サンライト電器,False,全券利用可（14枚）,サンライト電器 霧島市 国分
158,国分,医療・福祉,さんわラーメン,False,全券利用可（14枚）,さんわラーメン 霧島市 国分
159,国分,飲食店,ジェラテリアクオーレ,False,全券利用可（14枚）,ジェラテリアクオーレ 霧島市 国分
160,国分,カフェ・スイーツ,四季彩 なごみ,False,全券利用可（14枚）,四季彩 なごみ 霧島市 国分
161,国分,その他,四季の宴 和くうかん,False,全券利用可（14枚）,四季の宴 和くうかん 霧島市 国分
162,国分,その他,四季の宿 明翠,False,全券利用可（14枚）,四季の宿 明翠 霧島市 国分
163,国分,宿泊・温泉,地酒と地肴SAKEbar軈,False,全券利用可（14枚）,地酒と地肴SAKEbar軈 霧島市 国分
164,国分,その他,シティコンタクト 霧島店,False,全券利用可（14枚）,シティコンタクト 霧島店 霧島市 国分
165,国分,医療・福祉,シャトレーゼ 霧島国分店,False,全券利用可（14枚）,シャトレーゼ 霧島国分店 霧島市 国分
166,国分,カフェ・スイーツ,酒膳 福田,False,全券利用可（14枚）,酒膳 福田 霧島市 国分
167,国分,飲食店,旬彩 くぼ,False,全券利用可（14枚）,旬彩 くぼ 霧島市 国分
168,国分,その他,旬膳ふれあい,False,全券利用可（14枚）,旬膳ふれあい 霧島市 国分
169,国分,飲食店,ジョイフル 国分清水店,False,全券利用可（14枚）,ジョイフル 国分清水店 霧島市 国分
170,国分,飲食店,食彩 親,False,全券利用可（14枚）,食彩 親 霧島市 国分
171,国分,飲食店,食亭やどころ,False,全券利用可（14枚）,食亭やどころ 霧島市 国分
172,国分,飲食店,助産院ユズリハ,False,全券利用可（14枚）,助産院ユズリハ 霧島市 国分
173,国分,医療・福祉,食器の池田,False,全券利用可（14枚）,食器の池田 霧島市 国分
174,国分,雑貨・花・ギフト,神武心体リラクゼーション,False,全券利用可（14枚）,神武心体リラクゼーション 霧島市 国分
175,国分,整体・整骨・リラクゼーション,寿司まどか コープ国分店,False,全券利用可（14枚）,寿司まどか コープ国分店 霧島市 国分
176,国分,飲食店,寿司まどか 国分広瀬店,False,全券利用可（14枚）,寿司まどか 国分広瀬店 霧島市 国分
177,国分,飲食店,すし魯くら,False,全券利用可（14枚）,すし魯くら 霧島市 国分
178,国分,その他,studio JuJu,False,全券利用可（14枚）,studio JuJu 霧島市 国分
179,国分,学び・教室,ステーキダイニングkiyomizu m&ai,False,全券利用可（14枚）,ステーキダイニングkiyomizu m&ai 霧島市 国分
180,国分,飲食店,ステーキハウス freesia,False,全券利用可（14枚）,ステーキハウス freesia 霧島市 国分
181,国分,住宅・工務店・設備,Space Be.,False,全券利用可（14枚）,Space Be. 霧島市 国分
182,国分,その他,炭膳つらぬき,False,全券利用可（14枚）,炭膳つらぬき 霧島市 国分
183,国分,飲食店,炭火もも焼き炎摩,False,全券利用可（14枚）,炭火もも焼き炎摩 霧島市 国分
184,国分,飲食店,炭火焼居酒屋 霧家,False,全券利用可（14枚）,炭火焼居酒屋 霧家 霧島市 国分
185,国分,スーパー・食品,炭火焼鳥やがて,False,全券利用可（14枚）,炭火焼鳥やがて 霧島市 国分
186,国分,飲食店,炭火焼肉×牡蠣海鮮 牡蠣よし,False,全券利用可（14枚）,炭火焼肉×牡蠣海鮮 牡蠣よし 霧島市 国分
187,国分,飲食店,すみ美容室,False,全券利用可（14枚）,すみ美容室 霧島市 国分
188,国分,美容・理容,生活雑貨プレジール 霧島店,False,全券利用可（14枚）,生活雑貨プレジール 霧島店 霧島市 国分
189,国分,雑貨・花・ギフト,生協コープかごしま 国分店,False,全券利用可（14枚）,生協コープかごしま 国分店 霧島市 国分
190,国分,その他,瀬戸口近代車,True,共通券のみ（7枚まで）,瀬戸口近代車 霧島市 国分
191,国分,その他,セブンイレブン 国分清水１丁目店,False,全券利用可（14枚）,セブンイレブン 国分清水１丁目店 霧島市 国分
192,国分,コンビニ,セブンイレブン 国分重久店,False,全券利用可（14枚）,セブンイレブン 国分重久店 霧島市 国分
193,国分,コンビニ,セブンイレブン 国分シビックセンター前店,False,全券利用可（14枚）,セブンイレブン 国分シビックセンター前店 霧島市 国分
194,国分,コンビニ,セブンイレブン 国分新町店,False,全券利用可（14枚）,セブンイレブン 国分新町店 霧島市 国分
195,国分,コンビニ,セブンイレブン 国分中央1丁目店,False,全券利用可（14枚）,セブンイレブン 国分中央1丁目店 霧島市 国分
196,国分,コンビニ,セブンイレブン 国分中央４丁目店,False,全券利用可（14枚）,セブンイレブン 国分中央４丁目店 霧島市 国分
197,国分,コンビニ,セブンイレブン 国分福島店,False,全券利用可（14枚）,セブンイレブン 国分福島店 霧島市 国分
198,国分,コンビニ,セブンイレブン 国分湊店,False,全券利用可（14枚）,セブンイレブン 国分湊店 霧島市 国分
199,国分,コンビニ,セブンイレブン 国分山下店,False,全券利用可（14枚）,セブンイレブン 国分山下店 霧島市 国分
200,国分,コンビニ,セルフ写真館霧島日和,False,全券利用可（14枚）,セルフ写真館霧島日和 霧島市 国分
201,国分,雑貨・花・ギフト,select shop SHERLY,False,全券利用可（14枚）,select shop SHERLY 霧島市 国分
202,国分,衣料・靴・メガネ,鮮ど市場 霧島店,False,全券利用可（14枚）,鮮ど市場 霧島店 霧島市 国分
203,国分,スーパー・食品,鮮ど市場 国分店,False,全券利用可（14枚）,鮮ど市場 国分店 霧島市 国分
204,国分,スーパー・食品,善福時計店,False,全券利用可（14枚）,善福時計店 霧島市 国分
205,国分,雑貨・花・ギフト,膳や和花,False,全券利用可（14枚）,膳や和花 霧島市 国分
206,国分,飲食店,So sphere,False,全券利用可（14枚）,So sphere 霧島市 国分
207,国分,その他,第一交通 霧島営業所,False,全券利用可（14枚）,第一交通 霧島営業所 霧島市 国分
208,国分,交通・代行,大衆いたりあん酒場やがて,False,全券利用可（14枚）,大衆いたりあん酒場やがて 霧島市 国分
209,国分,飲食店,大衆酒場やがて商店,False,全券利用可（14枚）,大衆酒場やがて商店 霧島市 国分
210,国分,飲食店,diningkitchen カラオケ Rush 本店・中央店,False,全券利用可（14枚）,diningkitchen カラオケ Rush 本店・中央店 霧島市 国分
211,国分,飲食店,ダイニングなな月,False,全券利用可（14枚）,ダイニングなな月 霧島市 国分
212,国分,飲食店,タイヤセブン 国分店,False,全券利用可（14枚）,タイヤセブン 国分店 霧島市 国分
213,国分,車・バイク・ガソリン,タイヤ安売王ビーライン 国分店,False,全券利用可（14枚）,タイヤ安売王ビーライン 国分店 霧島市 国分
214,国分,車・バイク・ガソリン,タイヨー 国分店,False,全券利用可（14枚）,タイヨー 国分店 霧島市 国分
215,国分,スーパー・食品,タイヨー 新町店,True,共通券のみ（7枚まで）,タイヨー 新町店 霧島市 国分
216,国分,スーパー・食品,タイヨー 広瀬北店,True,共通券のみ（7枚まで）,タイヨー 広瀬北店 霧島市 国分
217,国分,スーパー・食品,ダイレックス 国分店,True,共通券のみ（7枚まで）,ダイレックス 国分店 霧島市 国分
218,国分,その他,ダイレックス 国分新町店,True,共通券のみ（7枚まで）,ダイレックス 国分新町店 霧島市 国分
219,国分,その他,ダイレックス 国分山下店,True,共通券のみ（7枚まで）,ダイレックス 国分山下店 霧島市 国分
220,国分,その他,たまりBARコリンズ,True,共通券のみ（7枚まで）,たまりBARコリンズ 霧島市 国分
221,国分,飲食店,たんぽぽ薬局,False,全券利用可（14枚）,たんぽぽ薬局 霧島市 国分
222,国分,ドラッグストア・薬局,Cheers,False,全券利用可（14枚）,Cheers 霧島市 国分
223,国分,その他,ちづる,False,全券利用可（14枚）,ちづる 霧島市 国分
224,国分,その他,ちゃんこ霧島,False,全券利用可（14枚）,ちゃんこ霧島 霧島市 国分
225,国分,飲食店,中華茶房イエンイエン,False,全券利用可（14枚）,中華茶房イエンイエン 霧島市 国分
226,国分,飲食店,中国料理 青菜,False,全券利用可（14枚）,中国料理 青菜 霧島市 国分
227,国分,飲食店,辻あんまマッサージ指圧はりきゅう治療院,False,全券利用可（14枚）,辻あんまマッサージ指圧はりきゅう治療院 霧島市 国分
228,国分,整体・整骨・リラクゼーション,TSUTAYABOOKSTORE霧島,False,全券利用可（14枚）,TSUTAYABOOKSTORE霧島 霧島市 国分
229,国分,雑貨・花・ギフト,デコルプラース,False,全券利用可（14枚）,デコルプラース 霧島市 国分
230,国分,その他,手作り洋食の店一番館,False,全券利用可（14枚）,手作り洋食の店一番館 霧島市 国分
231,国分,飲食店,TOTALBEAUTY Vianto ～美案人～,False,全券利用可（14枚）,TOTALBEAUTY Vianto ～美案人～ 霧島市 国分
232,国分,美容・理容,徳田商店,False,全券利用可（14枚）,徳田商店 霧島市 国分
233,国分,サービス,ドコデモ運転代行社,False,全券利用可（14枚）,ドコデモ運転代行社 霧島市 国分
234,国分,交通・代行,富森タタミ店,False,全券利用可（14枚）,富森タタミ店 霧島市 国分
235,国分,住宅・工務店・設備,冨吉養蜂,False,全券利用可（14枚）,冨吉養蜂 霧島市 国分
236,国分,その他,ドラッグイレブン 国分店,False,全券利用可（14枚）,ドラッグイレブン 国分店 霧島市 国分
237,国分,ドラッグストア・薬局,ドラッグイレブン 国分府中店,False,全券利用可（14枚）,ドラッグイレブン 国分府中店 霧島市 国分
238,国分,ドラッグストア・薬局,ドラッグストアコスモス 国分店,False,全券利用可（14枚）,ドラッグストアコスモス 国分店 霧島市 国分
239,国分,ドラッグストア・薬局,ドラッグストアコスモス 国分清水店,False,全券利用可（14枚）,ドラッグストアコスモス 国分清水店 霧島市 国分
240,国分,ドラッグストア・薬局,ドラッグストアコスモス 国分新町店,False,全券利用可（14枚）,ドラッグストアコスモス 国分新町店 霧島市 国分
241,国分,ドラッグストア・薬局,ドラッグストアコスモス 国分中央店,True,共通券のみ（7枚まで）,ドラッグストアコスモス 国分中央店 霧島市 国分
242,国分,ドラッグストア・薬局,ドラッグストアコスモス 松木店,True,共通券のみ（7枚まで）,ドラッグストアコスモス 松木店 霧島市 国分
243,国分,ドラッグストア・薬局,ドラッグストアモリ 剣之宇都店,True,共通券のみ（7枚まで）,ドラッグストアモリ 剣之宇都店 霧島市 国分
244,国分,ドラッグストア・薬局,ドラッグストアモリ 国分広瀬店,True,共通券のみ（7枚まで）,ドラッグストアモリ 国分広瀬店 霧島市 国分
245,国分,ドラッグストア・薬局,ドラッグストアモリ 国分福島店,True,共通券のみ（7枚まで）,ドラッグストアモリ 国分福島店 霧島市 国分
246,国分,ドラッグストア・薬局,トラットリア・ロッシ,True,共通券のみ（7枚まで）,トラットリア・ロッシ 霧島市 国分
247,国分,その他,鶏のみやま 国分南販売所,False,全券利用可（14枚）,鶏のみやま 国分南販売所 霧島市 国分
248,国分,スーパー・食品,鶏のみやま 新町販売所,False,全券利用可（14枚）,鶏のみやま 新町販売所 霧島市 国分
249,国分,スーパー・食品,鶏のみやま 福島販売所,False,全券利用可（14枚）,鶏のみやま 福島販売所 霧島市 国分
250,国分,スーパー・食品,鳥八,False,全券利用可（14枚）,鳥八 霧島市 国分
251,国分,飲食店,とりまる整体院iy,False,全券利用可（14枚）,とりまる整体院iy 霧島市 国分
252,国分,整体・整骨・リラクゼーション,ナカムラ薬品,False,全券利用可（14枚）,ナカムラ薬品 霧島市 国分
253,国分,ドラッグストア・薬局,永山商店,False,全券利用可（14枚）,永山商店 霧島市 国分
254,国分,サービス,ニトリ 霧島店,False,全券利用可（14枚）,ニトリ 霧島店 霧島市 国分
255,国分,家電・ホームセンター,nature,True,共通券のみ（7枚まで）,nature 霧島市 国分
256,国分,その他,野口タタミ・建塗,False,全券利用可（14枚）,野口タタミ・建塗 霧島市 国分
257,国分,住宅・工務店・設備,BAR ést バー エスト,False,全券利用可（14枚）,BAR ést バー エスト 霧島市 国分
258,国分,飲食店,Bar 30's TOWSER (バー サーティーズ タウザー),False,全券利用可（14枚）,Bar 30's TOWSER (バー サーティーズ タウザー) 霧島市 国分
259,国分,飲食店,BAR万(YOROZU),False,全券利用可（14枚）,BAR万(YOROZU) 霧島市 国分
260,国分,飲食店,ぱぁる。エステサロン,False,全券利用可（14枚）,ぱぁる。エステサロン 霧島市 国分
261,国分,美容・理容,バイクショップ イナドメ,False,全券利用可（14枚）,バイクショップ イナドメ 霧島市 国分
262,国分,車・バイク・ガソリン,バイクランド,False,全券利用可（14枚）,バイクランド 霧島市 国分
263,国分,車・バイク・ガソリン,bound U(バウンドユー),False,全券利用可（14枚）,bound U(バウンドユー) 霧島市 国分
264,国分,その他,パティスリー アンパッション,False,全券利用可（14枚）,パティスリー アンパッション 霧島市 国分
